id_cliente,tipo_cliente,localidad,id_plan,fecha_alta,fecha_baja,motivo_baja,canal_alta,email,telefono
C2840,RESIDENCIAL,General Madariaga,P01,2020-09-15,,,Sucursal,,2254421038
C2841,Residencial,Ostende,P02,2023-02-02,,,Sucursal,cliente1840@hotmail.com,2254437723
C2842,Comercial,General Madariaga,P05,2023-07-08,2024-10-07,Disconformidad con el servicio,Sucursal,cliente1841@hotmail.com,+54 2254 492934
C2843,RESIDENCIAL,Cariló,P04,2023-03-29,,,Telefónico,cliente1842@hotmail.com,2254440579
C2844,Residencial,Pinamar,P04,2022-09-30,,,Sucursal,cliente1843@gmail.com,
C2845,Residencial,Pinamar,P02,2022-06-26,2024-12-29,Competencia,Vendedor,cliente1844@hotmail.com,2254473014
C2846,Residencial,Mar de Ostende,P03,2012-02-25,,,Referido,cliente1845@gmail.com,02254-423057
C2847,Residencial,Valeria del Mar,P01,2022-08-21,,,Web,cliente1846@yahoo.com.ar,+54 2254 497831
C2848,Residencial,Pinamar,P01,2021-03-13,,,Web,cliente1847@gmail.com,+54 2254 417841
C2849,Residencial,Ostende,P04,2020-11-15,,,Vendedor,cliente1848@gmail.com,2254447965
C2850,Residencial,Mar de Ostende,P01,2020-06-14,2025-02-24,Se muda,Web,cliente1849@gmail.com,02254-422501
C2851,Residencial,Mar de Ostende,P04,2024-03-05,,,Web,cliente1850@yahoo.com.ar,02254-403368
C2852,Residencial,Mar de Ostende,P01,2019-01-17,,,Vendedor,cliente1851@hotmail.com,02254-465369
C2853,Residencial,Pinamar,P01,2022-08-16,,,Telefónico,cliente1852@gmail.com,+54 2254 466683
C2854,Residencial,Cariló,P02,2023-05-15,,,Web,cliente1853@telpin.com.ar,2254496792
C2855,Comercial,Pinamar,P05,2024-03-16,,,Sucursal,cliente1854@gmail.com,+54 2254 464559
C2856,residencial,Pinamar,P04,2021-08-14,,,Telefónico,cliente1855@gmail.com,+54 2254 449159
C2857,Residencial,Mar de Ostende,P03,2023-12-10,,,Referido,cliente1856@hotmail.com,2254406850
C2858,Residencial,Pinamar,P01,2023-06-02,,,Vendedor,cliente1857@gmail.com,
C2859,Residencial,Valeria del Mar,P01,2023-10-21,,,Sucursal,cliente1858@hotmail.com,+54 2254 422689
C2860,residencial,Pinamar,P02,2022-03-16,2026-05-29,Precio,Sucursal,,+54 2254 485319
C2861,Residencial,Cariló,P03,2022-12-08,,,Vendedor,cliente1860@gmail.com,2254408823
C2862,Residencial,Pinamar,P01,2022-12-01,2024-10-01,Disconformidad con el servicio,Telefónico,cliente1861@gmail.com,+54 2254 489419
C2863,Comercial,Valeria del Mar,P06,2023-07-31,,,Sucursal,cliente1862@hotmail.com,2254415301
C2864,Comercial,Cariló,P06,2022-06-22,,,Vendedor,cliente1863@gmail.com,
C2865,Residencial,General Madariaga,P04,2023-04-19,,,Telefónico,cliente1864@yahoo.com.ar,2254404862
C2866,Residencial,Pinamar,P01,2021-05-16,,,Sucursal,cliente1865@hotmail.com,02254-400680
C2867,Residencial,Pinamar,P02,2020-03-08,,,Sucursal,cliente1866@gmail.com,+54 2254 433174
C2868,residencial,Ostende,P05,2021-03-01,,,Telefónico,cliente1867@hotmail.com,+54 2254 437576
C2869,Residencial,Pinamar,P02,2017-04-24,2024-08-13,Competencia,Sucursal,cliente1868@hotmail.com,
C2870,Residencial,Valeria del Mar,P04,2018-08-09,,,Sucursal,cliente1869@gmail.com,2254494867
C2871,Residencial,General Madariaga,P01,2022-09-24,,,Vendedor,cliente1870@hotmail.com,02254-478779
C2872,Residencial,OSTENDE,P01,2023-06-05,,,Sucursal,cliente1871@hotmail.com,2254477578
C2873,Residencial,Pinamar,P04,2022-02-23,,,Web,,02254-459905
C2874,Residencial,mar de ostende,P02,2023-05-23,2025-03-26,Fin de temporada,Sucursal,cliente1873@hotmail.com,02254-412305
C2875,Residencial,Mar de Ostende,P03,2022-02-08,,,Telefónico,cliente1874@telpin.com.ar,02254-491968
C2876,Residencial,  Pinamar ,P01,2022-01-16,2025-05-28,Precio,Web,cliente1875@gmail.com,2254419964
C2877,Residencial,  Ostende ,P02,2023-01-16,,,Telefónico,,+54 2254 476461
C2878,Residencial,Pinamar,P03,2023-12-28,,,Telefónico,cliente1877@gmail.com,02254-441038
C2879,Residencial,Pinamar,P01,2022-06-19,2025-07-28,Disconformidad con el servicio,Vendedor,cliente1878@gmail.com,+54 2254 490124
C2880,Residencial,Pinamar,P02,2022-12-23,,,Telefónico,cliente1879@gmail.com,02254-479047
C2881,Residencial,General Madariaga,P03,2023-09-09,,,Telefónico,cliente1880@gmail.com,2254409009
C2882,Residencial,Pinamar,P03,2023-02-01,,,Telefónico,cliente1881@gmail.com,02254-496190
C2883,Residencial,Mar de Ostende,P03,2021-04-05,2024-09-08,Falta de pago,Sucursal,cliente1882@gmail.com,
C2884,Residencial,Ostende,P02,2019-08-31,2025-09-21,Falta de pago,Sucursal,cliente1883@gmail.com,02254-443837
C2885,Residencial,PINAMAR,P02,2022-08-24,,,Sucursal,cliente1884@gmail.com,02254-459141
C2886,Residencial,Pinamar,P02,2020-04-11,,,Referido,cliente1885@telpin.com.ar,+54 2254 445538
C2887,residencial,Mar de Ostende,P03,2021-07-02,,,Telefónico,cliente1886@hotmail.com,
C2888,Residencial,Cariló,P03,2023-07-09,,,Web,cliente1887@hotmail.com,
C2889,Residencial,Pinamar,P03,2023-07-05,,,Referido,cliente1888@yahoo.com.ar,2254406157
C2890,Residencial,General Madariaga,P02,2022-11-07,,,Vendedor,cliente1889@gmail.com,02254-467163
C2891,Residencial,General Madariaga,P02,2023-07-29,2026-02-17,Precio,Sucursal,cliente1890@yahoo.com.ar,2254466646
C2892,Residencial,Mar de Ostende,P03,2023-10-23,,,Telefónico,cliente1891@gmail.com,02254-496783
C2893,Residencial,Cariló,P02,2019-01-18,,,Web,,02254-415883
C2894,RESIDENCIAL,General Madariaga,P02,2024-04-21,,,Telefónico,,2254491029
C2895,Residencial,Pinamar,P01,2022-10-15,,,Sucursal,cliente1894@gmail.com,02254-434132
C2896,Residencial,Pinamar,P02,2019-12-28,,,Vendedor,cliente1895@hotmail.com,02254-446608
C2897,Residencial,Pinamar,P02,2021-01-15,,,Web,cliente1896@hotmail.com,02254-488039
C2898,RESIDENCIAL,General Madariaga,P01,2017-05-01,2024-10-06,Disconformidad con el servicio,Web,cliente1897@gmail.com,2254464159
C2899,Residencial,Pinamar,P04,2021-06-29,,,Telefónico,cliente1898@telpin.com.ar,02254-458713
C2900,Residencial,General Madariaga,P01,2022-05-04,,,Sucursal,cliente1899@gmail.com,+54 2254 453676
C2901,residencial,General Madariaga,P01,2023-07-26,,,Sucursal,cliente1900@yahoo.com.ar,+54 2254 425985
C2902,RESIDENCIAL,Mar de Ostende,P02,2019-11-04,,,Telefónico,cliente1901@gmail.com,2254401669
C2903,Residencial,Pinamar,P05,2020-06-24,,,Sucursal,cliente1902@hotmail.com,+54 2254 408436
C2904,Residencial,Mar de Ostende,P03,2023-10-20,,,Web,cliente1903@gmail.com,2254421519
C2905,Residencial,Valeria del Mar,P03,2023-05-12,,,Vendedor,cliente1904@gmail.com,+54 2254 478719
C2906,Residencial,Pinamar,P04,2020-10-10,,,Web,cliente1905@gmail.com,2254403938
C2907,Residencial,Valeria del Mar,P03,2022-11-07,,,Vendedor,cliente1906@hotmail.com,+54 2254 490526
C2908,Residencial,Pinamar,P02,2022-05-03,,,Telefónico,cliente1907@telpin.com.ar,02254-484217
C2909,Residencial,Pinamar,P01,2022-11-06,,,Telefónico,cliente1908@gmail.com,02254-437225
C2910,Residencial,Ostende,P02,2022-02-12,,,Sucursal,cliente1909@hotmail.com,
C2911,Residencial,VALERIA DEL MAR,P01,2017-09-01,2025-08-06,Fin de temporada,Telefónico,,02254-487236
C2912,Residencial,Mar de Ostende,P03,2018-11-09,2026-07-26,Precio,Vendedor,cliente1911@gmail.com,2254446321
C2913,Comercial,Ostende,P06,2020-11-11,,,Referido,cliente1912@hotmail.com,02254-484219
C2914,Comercial,Pinamar,P06,2024-02-19,,,Telefónico,cliente1913@telpin.com.ar,2254467313
C2915,Residencial,Ostende,P03,2020-08-13,,,Vendedor,cliente1914@gmail.com,02254-473242
C2916,Residencial,PINAMAR,P01,2023-08-02,2026-01-22,Disconformidad con el servicio,Referido,,+54 2254 483751
C2917,Comercial,Valeria del Mar,P05,2020-10-19,,,Web,cliente1916@hotmail.com,2254402544
C2918,Residencial,Pinamar,P02,2013-01-06,,,Referido,cliente1917@gmail.com,+54 2254 429827
C2919,Residencial,pinamar,P03,2023-06-03,,,Vendedor,cliente1918@hotmail.com,02254-473089
C2920,Residencial,Ostende,P01,2023-07-28,,,Telefónico,cliente1919@hotmail.com,+54 2254 413694
C2921,residencial,General Madariaga,P02,2023-05-28,,,Vendedor,cliente1920@gmail.com,+54 2254 474193
C2922,residencial,Mar de Ostende,P01,2022-06-09,,,Vendedor,cliente1921@gmail.com,2254492766
C2923,residencial,Valeria del Mar,P03,2021-04-09,,,Web,cliente1922@gmail.com,02254-411893
C2924,Residencial,Cariló,P04,2019-07-27,,,Vendedor,,+54 2254 451182
C2925,Residencial,Valeria del Mar,P02,2023-11-11,,,Web,cliente1924@gmail.com,2254472651
C2926,Residencial,Mar de Ostende,P03,2022-08-20,2025-10-26,Se muda,Telefónico,cliente1925@gmail.com,+54 2254 448218
C2927,Residencial,Cariló,P05,2022-06-25,,,Vendedor,cliente1926@gmail.com,2254498114
C2928,Residencial,Mar de Ostende,P03,2018-08-24,2025-08-03,Falta de pago,Web,cliente1927@telpin.com.ar,02254-463909
C2929,Residencial,Ostende,P04,2024-01-13,2025-10-29,Falta de pago,Web,cliente1928@gmail.com,+54 2254 473661
C2930,Residencial,Pinamar,P01,2018-11-05,,,Web,,02254-499203
C2931,residencial,Cariló,P01,2022-05-18,2025-06-11,Disconformidad con el servicio,Vendedor,cliente1930@hotmail.com,2254463266
C2932,Comercial,CARILÓ,P06,2015-09-04,,,Vendedor,cliente1931@gmail.com,2254489084
C2933,Comercial,Pinamar,P05,2022-03-18,,,Sucursal,cliente1932@yahoo.com.ar,02254-405106
C2934,Residencial,cariló,P02,2019-05-24,,,Telefónico,cliente1933@gmail.com,02254-499450
C2935,Residencial,  General Madariaga ,P05,2018-08-01,,,Telefónico,cliente1934@gmail.com,02254-433945
C2936,Residencial,Pinamar,P02,2022-10-03,,,Web,,2254463257
C2937,Residencial,Pinamar,P03,2022-08-24,,,Web,cliente1936@gmail.com,2254421906
C2938,Residencial,Pinamar,P02,2021-05-25,2026-01-12,Se muda,Sucursal,cliente1937@gmail.com,02254-459180
C2939,Residencial,  Pinamar ,P04,2023-02-14,,,Sucursal,cliente1938@hotmail.com,+54 2254 468088
C2940,Residencial,Mar de Ostende,P02,2014-05-20,,,Sucursal,cliente1939@telpin.com.ar,+54 2254 450432
C2941,Residencial,Pinamar,P01,2023-07-07,,,Sucursal,cliente1940@gmail.com,
C2942,residencial,Pinamar,P02,2021-06-05,,,Telefónico,cliente1941@hotmail.com,2254459939
C2943,Residencial,Cariló,P04,2019-10-23,,,Referido,cliente1942@gmail.com,+54 2254 469662
C2944,Residencial,Pinamar,P05,2023-01-04,,,Referido,cliente1943@gmail.com,+54 2254 443289
C2945,Residencial,Pinamar,P03,2022-07-13,2026-07-14,Competencia,Telefónico,cliente1944@hotmail.com,2254436873
C2946,Residencial,Pinamar,P04,2023-06-05,,,Referido,cliente1945@gmail.com,+54 2254 444170
C2947,Residencial,Cariló,P03,2022-08-17,,,Telefónico,cliente1946@gmail.com,+54 2254 499904
C2948,Residencial,Mar de Ostende,P02,2022-01-02,2026-06-22,Fin de temporada,Referido,cliente1947@yahoo.com.ar,2254495803
C2949,Residencial,Pinamar,P02,2021-03-25,2026-04-20,Falta de pago,Vendedor,cliente1948@gmail.com,2254457468
C2950,Residencial,Cariló,P04,2021-07-09,,,Telefónico,cliente1949@telpin.com.ar,02254-446086
C2951,Comercial,General Madariaga,P06,2020-01-07,,,Referido,cliente1950@yahoo.com.ar,+54 2254 414772
C2952,Residencial,Ostende,P02,2020-08-03,,,Sucursal,cliente1951@gmail.com,02254-480200
C2953,Residencial,Valeria del Mar,P01,2023-07-16,,,Web,cliente1952@gmail.com,+54 2254 453723
C2954,Residencial,Pinamar,P01,2019-11-09,,,Sucursal,cliente1953@yahoo.com.ar,02254-413584
C2955,Residencial,pinamar,P01,2020-08-22,,,Telefónico,cliente1954@hotmail.com,
C2956,RESIDENCIAL,Valeria del Mar,P01,2023-05-11,,,Sucursal,,
C2957,Residencial,valeria del mar,P02,2021-09-07,2025-09-20,Falta de pago,Web,cliente1956@hotmail.com,2254430237
C2958,Residencial,Pinamar,P03,2020-10-19,,,Sucursal,cliente1957@gmail.com,
C2959,Residencial,Ostende,P02,2024-01-03,2025-04-22,Disconformidad con el servicio,Sucursal,cliente1958@gmail.com,+54 2254 434896
C2960,Residencial,Mar de Ostende,P05,2019-08-04,,,Sucursal,cliente1959@gmail.com,02254-405384
C2961,Residencial,Ostende,P02,2023-11-03,2024-09-09,Precio,Sucursal,cliente1960@gmail.com,2254426272
C2962,Comercial,PINAMAR,P06,2022-06-27,,,Sucursal,cliente1961@gmail.com,2254445978
C2963,Residencial,Ostende,P02,2020-10-08,,,Telefónico,cliente1962@gmail.com,02254-406588
C2964,Residencial,Pinamar,P02,2022-07-25,,,Telefónico,cliente1963@gmail.com,02254-445556
C2965,Residencial,Pinamar,P02,2023-12-14,,,Sucursal,,
C2966,Comercial,  Ostende ,P06,2023-09-26,,,Referido,cliente1965@hotmail.com,2254461117
C2967,residencial,PINAMAR,P01,2021-03-06,,,Sucursal,cliente1966@hotmail.com,2254430467
C2968,COMERCIAL,Cariló,P05,2016-09-14,,,Vendedor,cliente1967@gmail.com,2254466390
C2969,Residencial,Ostende,P03,2023-05-23,2025-10-05,Precio,Sucursal,cliente1968@gmail.com,02254-421812
C2970,Residencial,General Madariaga,P05,2020-08-19,,,Referido,cliente1969@telpin.com.ar,02254-479265
C2971,residencial,Ostende,P04,2018-05-23,,,Telefónico,cliente1970@gmail.com,02254-452507
C2972,Residencial,Pinamar,P05,2022-06-28,,,Sucursal,cliente1971@gmail.com,2254442359
C2973,Residencial,Valeria del Mar,P02,2020-11-16,,,Referido,cliente1972@gmail.com,02254-478062
C2974,Residencial,MAR DE OSTENDE,P01,2024-04-01,2025-08-18,Falta de pago,Telefónico,cliente1973@gmail.com,2254471499
C2975,Residencial,ostende,P05,2022-08-02,2024-10-03,Se muda,Sucursal,cliente1974@yahoo.com.ar,+54 2254 468758
C2976,Residencial,Ostende,P05,2022-10-03,2026-06-11,Competencia,Web,cliente1975@hotmail.com,2254404238
C2977,RESIDENCIAL,Valeria del Mar,P03,2021-12-13,,,Web,cliente1976@gmail.com,02254-424307
C2978,Residencial,Pinamar,P03,2023-12-14,,,Web,cliente1977@gmail.com,02254-491599
C2979,Residencial,Valeria del Mar,P01,2020-12-13,2025-01-07,Fin de temporada,Referido,cliente1978@gmail.com,2254453729
C2980,Residencial,PINAMAR,P04,2016-11-11,,,Referido,cliente1979@gmail.com,2254488288
C2981,RESIDENCIAL,Valeria del Mar,P05,2023-08-06,,,Telefónico,cliente1980@yahoo.com.ar,2254468233
C2982,Residencial,Valeria del Mar,P03,2022-07-04,2026-01-01,Fin de temporada,Web,cliente1981@gmail.com,+54 2254 457581
C2983,Residencial,General Madariaga,P01,2023-04-28,2024-12-10,Sin motivo declarado,Referido,cliente1982@telpin.com.ar,+54 2254 400413
C2984,Residencial,Pinamar,P03,2023-01-23,2024-12-20,Precio,Referido,,02254-401214
C2985,Residencial,Cariló,P02,2021-12-29,2026-03-25,Fin de temporada,Vendedor,cliente1984@hotmail.com,+54 2254 424723
C2986,COMERCIAL,  Ostende ,P06,2017-04-05,,,Vendedor,cliente1985@gmail.com,+54 2254 402741
C2987,Residencial,Valeria del Mar,P03,2022-09-24,,,Telefónico,cliente1986@hotmail.com,+54 2254 451130
C2988,Residencial,Valeria del Mar,P01,2021-03-31,,,Sucursal,cliente1987@yahoo.com.ar,+54 2254 415418
C2989,Residencial,Pinamar,P01,2023-09-06,,,Sucursal,cliente1988@hotmail.com,+54 2254 493204
C2990,Residencial,Ostende,P04,2018-01-29,,,Telefónico,cliente1989@hotmail.com,02254-491800
C2991,Residencial,Pinamar,P03,2019-01-22,,,Telefónico,cliente1990@gmail.com,
C2992,Residencial,Valeria del Mar,P01,2018-07-13,,,Web,cliente1991@gmail.com,+54 2254 442709
C2993,Residencial,Pinamar,P01,2023-06-05,,,Telefónico,cliente1992@telpin.com.ar,2254420550
C2994,Residencial,Pinamar,P03,2023-07-15,,,Sucursal,cliente1993@telpin.com.ar,02254-447996
C2995,Comercial,ostende,P06,2023-06-18,,,Referido,cliente1994@hotmail.com,+54 2254 430450
C2996,residencial,Valeria del Mar,P04,2022-12-17,,,Referido,cliente1995@gmail.com,
C2997,Residencial,Pinamar,P04,2022-05-23,2024-09-18,Competencia,Referido,cliente1996@gmail.com,02254-456088
C2998,Residencial,Mar de Ostende,P02,2019-08-09,,,Sucursal,cliente1997@yahoo.com.ar,02254-416167
C2999,Residencial,General Madariaga,P02,2021-05-24,,,Web,cliente1998@yahoo.com.ar,+54 2254 443628
C3000,Residencial,General Madariaga,P04,2019-09-05,,,Web,cliente1999@gmail.com,+54 2254 447294
C3001,RESIDENCIAL,Pinamar,P01,2022-03-09,,,Vendedor,cliente2000@telpin.com.ar,02254-484822
C3002,residencial,Cariló,P03,2024-03-30,2024-09-20,Fin de temporada,Sucursal,cliente2001@gmail.com,+54 2254 493419
C3003,Residencial,Pinamar,P02,2023-03-22,,,Web,cliente2002@telpin.com.ar,
C3004,Residencial,Ostende,P03,2024-04-24,,,Telefónico,cliente2003@gmail.com,02254-475530
C3005,Comercial,Valeria del Mar,P06,2023-04-22,,,Vendedor,cliente2004@hotmail.com,02254-437173
C3006,Residencial,  Cariló ,P02,2022-03-15,,,Sucursal,cliente2005@hotmail.com,
C3007,Residencial,Pinamar,P02,2023-04-13,,,Telefónico,cliente2006@gmail.com,02254-403650
C3008,Comercial,Carilo,P06,2023-10-17,,,Sucursal,cliente2007@gmail.com,+54 2254 441550
C3009,residencial,Pinamar,P01,2023-04-01,,,Vendedor,cliente2008@gmail.com,+54 2254 433302
C3010,Residencial,Pinamar,P01,2019-03-29,,,Referido,cliente2009@gmail.com,02254-486231
C3011,Residencial,Pinamar,P02,2018-04-22,,,Referido,cliente2010@hotmail.com,+54 2254 444601
C3012,Residencial,Pinamar,P02,2020-10-12,,,Web,cliente2011@gmail.com,02254-424664
C3013,Residencial,pinamar,P03,2020-04-19,,,Sucursal,,+54 2254 466505
C3014,Residencial,Ostende,P01,2019-01-02,,,Vendedor,cliente2013@telpin.com.ar,02254-420981
C3015,Comercial,General Madariaga,P05,2022-09-06,,,Web,cliente2014@hotmail.com,2254449804
C3016,Residencial,Pinamar,P01,2023-03-03,2025-06-16,Se muda,Web,cliente2015@yahoo.com.ar,02254-477247
C3017,Residencial,General Madariaga,P01,2022-12-08,,,Sucursal,cliente2016@gmail.com,02254-486490
C3018,Residencial,MAR DE OSTENDE,P02,2020-06-01,2026-06-28,Sin motivo declarado,Vendedor,cliente2017@telpin.com.ar,02254-443734
C3019,Residencial,PINAMAR,P03,2022-07-23,,,Sucursal,cliente2018@yahoo.com.ar,02254-415028
C3020,Residencial,Ostende,P04,2022-01-08,,,Telefónico,cliente2019@telpin.com.ar,
C3021,Residencial,Valeria del Mar,P01,2017-01-19,,,Vendedor,cliente2020@hotmail.com,2254413862
C3022,Residencial,Pinamar,P01,2022-11-16,2025-03-25,Falta de pago,Sucursal,cliente2021@gmail.com,+54 2254 445322
C3023,Comercial,Ostende,P06,2022-09-27,,,Sucursal,cliente2022@gmail.com,2254481915
C3024,Residencial,Pinamar,P01,2021-09-12,,,Sucursal,cliente2023@telpin.com.ar,+54 2254 413445
C3025,Comercial,General Madariaga,P06,2024-05-31,,,Sucursal,cliente2024@hotmail.com,+54 2254 468475
C3026,Residencial,Carilo,P02,2019-08-25,,,Web,cliente2025@gmail.com,2254436031
C3027,Residencial,Ostende,P01,2023-03-04,,,Sucursal,cliente2026@yahoo.com.ar,
C3028,Residencial,Pinamar,P04,2020-03-02,,,Sucursal,cliente2027@gmail.com,2254419506
C3029,RESIDENCIAL,Valeria del Mar,P05,2022-08-04,,,Vendedor,,2254457846
C3030,Comercial,Ostende,P06,2022-11-19,,,Telefónico,cliente2029@hotmail.com,2254426195
C3031,Residencial,Ostende,P05,2022-11-13,,,Telefónico,cliente2030@hotmail.com,+54 2254 447780
C3032,Residencial,Mar de Ostende,P01,2023-06-02,2025-01-10,Falta de pago,Telefónico,cliente2031@hotmail.com,2254407949
C3033,Residencial,Valeria del Mar,P02,2021-02-13,2025-01-18,Competencia,Telefónico,cliente2032@hotmail.com,02254-459132
C3034,Residencial,MAR DE OSTENDE,P02,2020-12-01,,,Sucursal,cliente2033@gmail.com,+54 2254 403606
C3035,Residencial,Valeria del Mar,P02,2020-11-25,,,Sucursal,cliente2034@telpin.com.ar,2254449371
C3036,comercial,Valeria del Mar,P06,2022-09-30,,,Sucursal,cliente2035@gmail.com,02254-419673
C3037,Residencial,Pinamar,P05,2023-08-02,,,Telefónico,cliente2036@gmail.com,02254-406658
C3038,RESIDENCIAL,Pinamar,P04,2022-07-30,,,Telefónico,cliente2037@yahoo.com.ar,2254427033
C3039,Residencial,Cariló,P01,2022-04-21,,,Vendedor,cliente2038@telpin.com.ar,02254-479625
C3040,Comercial,MAR DE OSTENDE,P06,2019-08-22,,,Telefónico,cliente2039@hotmail.com,2254460910
C3041,Residencial,Ostende,P05,2021-10-14,,,Vendedor,cliente2040@yahoo.com.ar,+54 2254 455372
C3042,Residencial,Ostende,P05,2022-12-01,,,Telefónico,,2254415586
C3043,Comercial,General Madariaga,P06,2023-09-08,,,Vendedor,cliente2042@gmail.com,+54 2254 435958
C3044,Residencial,pinamar,P01,2024-02-04,,,Telefónico,cliente2043@hotmail.com,+54 2254 415615
C3045,Residencial,Cariló,P01,2022-09-24,2025-04-28,Fin de temporada,Telefónico,cliente2044@telpin.com.ar,2254419490
C3046,Residencial,Cariló,P04,2019-04-07,,,Sucursal,cliente2045@gmail.com,02254-472543
C3047,Residencial,Mar de Ostende,P03,2022-02-27,,,Vendedor,cliente2046@hotmail.com,02254-435480
C3048,Residencial,Pinamar,P03,2022-07-23,2026-06-05,Se muda,Telefónico,cliente2047@yahoo.com.ar,02254-435751
C3049,Residencial,Mar de Ostende,P01,2021-04-18,,,Sucursal,,+54 2254 455390
C3050,Comercial,Pinamar,P06,2023-03-06,,,Telefónico,cliente2049@gmail.com,+54 2254 417836
C3051,Residencial,Valeria del Mar,P03,2022-01-21,,,Sucursal,,+54 2254 440809
C3052,Residencial,Valeria del Mar,P04,2024-03-10,,,Telefónico,cliente2051@gmail.com,2254460920
C3053,Residencial,Pinamar,P01,2021-09-16,,,Sucursal,cliente2052@hotmail.com,2254494957
C3054,Residencial,General Madariaga,P02,2023-08-17,,,Web,cliente2053@telpin.com.ar,2254410490
C3055,Residencial,Pinamar,P03,2023-01-18,,,Telefónico,cliente2054@gmail.com,02254-493954
C3056,Residencial,  Valeria del Mar ,P03,2017-07-22,,,Telefónico,cliente2055@gmail.com,
C3057,Residencial,Cariló,P01,2021-07-12,,,Vendedor,cliente2056@hotmail.com,2254441759
C3058,Residencial,Mar de Ostende,P02,2024-04-15,,,Sucursal,cliente2057@gmail.com,2254428927
C3059,Residencial,Mar de Ostende,P02,2022-08-20,2026-04-16,Competencia,Web,cliente2058@gmail.com,
C3060,Residencial,Pinamar,P02,2020-04-05,,,Sucursal,cliente2059@gmail.com,02254-414522
C3061,Residencial,Cariló,P01,2021-09-17,,,Referido,cliente2060@hotmail.com,2254411231
C3062,Residencial,Pinamar,P03,2023-11-22,,,Sucursal,cliente2061@gmail.com,02254-450752
C3063,Residencial,Pinamar,P02,2021-10-05,,,Sucursal,cliente2062@yahoo.com.ar,
C3064,residencial,Ostende,P04,2023-07-10,,,Sucursal,cliente2063@hotmail.com,+54 2254 473285
C3065,residencial,GENERAL MADARIAGA,P03,2023-10-03,,,Sucursal,,+54 2254 499363
